visit_date,ssn,hosp_name
2019/2/15,100000112,Bahrain Defence Force Hospital
2019/2/19,100000113,Mayo Clinic
2021/5/13,100000114,American Mission Hospital
2020/6/27,100000115,King Hamad University Hospital
2020/2/3,100000116,Al-Hilal Hospital
2021/11/21,100000117,Dar Al Shifa Hospital
2021/5/3,100000118,Emirates Hospital
2020/10/17,100000119,Mayo Clinic
2020/8/13,100000120,Dar Al Shifa Hospital
2021/9/14,100000121,Al-Hilal Hospital
2020/2/4,100000122,King Hamad University Hospital
2019/11/13,100000123,Bahrain Defence Force Hospital
2021/7/8,100000124,Salamaniya Hospital
2021/5/24,100000125,Emirates Hospital
2020/2/22,100000126,Al-Hilal Hospital
2019/7/20,100000127,St Thomas Hospital London
2021/5/14,100000128,St Thomas Hospital London
2019/9/19,100000129,King Hamad University Hospital
2020/3/8,100000130,American Mission Hospital
2021/9/19,100000131,Bahrain Defence Force Hospital
2020/11/5,100000132,Emirates Hospital
2019/2/27,100000133,King Faisal Specialist Hospital & Research Centre
2020/7/23,100000134,Al-Hilal Hospital
2019/11/6,100000135,Emirates Hospital
2019/6/11,100000136,Al-Hilal Hospital
2020/9/16,100000137,St Thomas Hospital London
2021/10/25,100000138,American Mission Hospital
2020/7/19,100000139,Al-Hilal Hospital
2019/6/13,100000140,American Mission Hospital
2021/7/22,100000141,Al-Hilal Hospital
2021/6/25,100000142,Mayo Clinic
2021/1/18,100000143,Bahrain Defence Force Hospital
2019/3/2,100000144,Dar Al Shifa Hospital
2020/6/2,100000145,St Thomas Hospital London
2020/5/13,100000146,St Thomas Hospital London
2020/2/7,100000147,Mayo Clinic
2021/1/2,100000148,St Thomas Hospital London
2019/5/12,100000149,Emirates Hospital
2020/1/6,100000150,Mayo Clinic
2021/1/15,100000151,Mayo Clinic
2021/2/21,100000152,King Hamad University Hospital
2020/11/17,100000153,Dar Al Shifa Hospital
2021/5/3,100000154,Emirates Hospital
2020/7/15,100000155,King Hamad University Hospital
2019/2/14,100000156,Emirates Hospital
2021/2/21,100000157,Dar Al Shifa Hospital
2019/2/25,100000158,Salamaniya Hospital
2021/4/5,100000159,St Thomas Hospital London
2019/4/25,100000160,St Thomas Hospital London
2020/5/2,100000161,Emirates Hospital
2020/11/16,100000162,King Faisal Specialist Hospital & Research Centre
2021/10/1,100000163,Bahrain Defence Force Hospital
2019/6/10,100000164,Salamaniya Hospital
2020/7/7,100000165,King Hamad University Hospital
2019/6/6,100000166,Salamaniya Hospital
2021/7/14,100000167,Al-Hilal Hospital
2020/5/22,100000168,Dar Al Shifa Hospital
2021/3/8,100000169,Mayo Clinic
2020/3/3,100000170,Mayo Clinic
2020/3/23,100000171,Salamaniya Hospital
2021/3/14,100000172,Emirates Hospital
2020/5/25,100000173,Bahrain Defence Force Hospital
2021/9/11,100000174,Salamaniya Hospital
2020/6/5,100000175,Mayo Clinic
2019/4/16,100000176,Bahrain Defence Force Hospital
2020/11/12,100000177,King Hamad University Hospital
2019/5/9,100000178,King Hamad University Hospital
2020/10/2,100000179,Al-Hilal Hospital
2020/11/2,100000180,King Faisal Specialist Hospital & Research Centre
2021/10/20,100000181,Salamaniya Hospital
2021/2/6,100000182,Salamaniya Hospital
2020/3/7,100000183,Bahrain Defence Force Hospital
2020/9/2,100000184,Mayo Clinic
2021/7/1,100000185,American Mission Hospital
2021/4/11,100000186,Salamaniya Hospital
2019/1/17,100000187,Emirates Hospital
2020/4/1,100000188,St Thomas Hospital London
2021/3/2,100000189,St Thomas Hospital London
2019/4/14,100000190,St Thomas Hospital London
2021/7/5,100000191,Dar Al Shifa Hospital
2019/2/2,100000192,Salamaniya Hospital
2019/3/15,100000193,American Mission Hospital
2021/5/16,100000194,St Thomas Hospital London
2020/3/11,100000195,Al-Hilal Hospital
2019/9/20,100000196,King Hamad University Hospital
2021/2/14,100000197,King Hamad University Hospital
2020/2/12,100000198,American Mission Hospital
2019/10/4,100000199,King Hamad University Hospital
2020/4/22,100000200,King Faisal Specialist Hospital & Research Centre
2019/3/18,100000201,American Mission Hospital
2021/5/3,100000202,Al-Hilal Hospital
2021/8/18,100000203,Mayo Clinic
2020/5/1,100000204,Al-Hilal Hospital
2020/1/20,100000205,American Mission Hospital
2021/4/14,100000206,Emirates Hospital
2020/9/26,100000207,King Hamad University Hospital
2021/11/15,100000208,Emirates Hospital
2019/9/22,100000209,King Hamad University Hospital
2020/10/3,100000210,St Thomas Hospital London
2021/6/7,100000211,Mayo Clinic
2021/5/12,100000212,Emirates Hospital
2020/4/13,100000213,Al-Hilal Hospital
2019/2/19,100000214,King Hamad University Hospital
2020/11/26,100000215,Mayo Clinic
2020/5/9,100000216,King Hamad University Hospital
2020/6/6,100000217,Salamaniya Hospital
2019/1/18,100000218,Bahrain Defence Force Hospital
2020/1/1,100000219,Dar Al Shifa Hospital
2020/5/4,100000220,Mayo Clinic
2019/7/2,100000221,American Mission Hospital
2019/3/4,100000222,Mayo Clinic
2021/4/11,100000223,St Thomas Hospital London
2019/8/19,100000224,Al-Hilal Hospital
2020/2/21,100000225,Emirates Hospital
2020/7/24,100000226,Mayo Clinic
2021/6/12,100000227,Emirates Hospital
2021/5/22,100000228,Mayo Clinic
2019/3/22,100000229,Dar Al Shifa Hospital
2021/1/24,100000230,Mayo Clinic
2020/8/3,100000231,King Hamad University Hospital
2020/5/13,100000232,Salamaniya Hospital
2019/6/18,100000233,King Faisal Specialist Hospital & Research Centre
2021/8/15,100000234,Bahrain Defence Force Hospital
2019/11/25,100000235,Mayo Clinic
2020/2/14,100000236,Mayo Clinic
2021/4/15,100000237,Mayo Clinic
2019/11/14,100000238,American Mission Hospital
2020/4/9,100000239,American Mission Hospital
2020/8/4,100000240,American Mission Hospital
2019/2/6,100000241,Dar Al Shifa Hospital
2020/1/24,100000242,King Faisal Specialist Hospital & Research Centre
2020/1/24,100000243,St Thomas Hospital London
2019/4/7,100000244,King Hamad University Hospital
2019/3/27,100000245,Mayo Clinic
2020/3/12,100000246,Mayo Clinic
2020/8/7,100000247,King Hamad University Hospital
2021/9/19,100000248,Mayo Clinic
2020/7/19,100000249,Emirates Hospital
2020/5/25,100000250,Emirates Hospital
2020/5/15,100000251,St Thomas Hospital London
2019/8/21,100000252,Mayo Clinic
2020/3/5,100000253,American Mission Hospital
2021/4/20,100000254,American Mission Hospital
2021/8/5,100000255,King Hamad University Hospital
2020/10/25,100000256,Emirates Hospital
2021/8/12,100000257,Dar Al Shifa Hospital
2021/8/25,100000258,Al-Hilal Hospital
2020/6/11,100000259,Mayo Clinic
2019/5/24,100000260,Mayo Clinic
2020/5/23,100000261,American Mission Hospital
2020/3/26,100000262,Al-Hilal Hospital
2020/10/16,100000263,Al-Hilal Hospital
2020/5/26,100000264,Mayo Clinic
2020/5/22,100000265,King Faisal Specialist Hospital & Research Centre
2019/10/23,100000266,Al-Hilal Hospital
2021/8/20,100000267,Emirates Hospital
2021/3/7,100000268,Al-Hilal Hospital
2020/7/26,100000269,Bahrain Defence Force Hospital
2021/5/9,100000270,King Hamad University Hospital
2020/1/2,100000271,Mayo Clinic
2020/1/18,100000272,Mayo Clinic
2020/5/3,100000273,Mayo Clinic
2021/7/23,100000274,St Thomas Hospital London
2021/10/20,100000275,Salamaniya Hospital
2020/2/5,100000276,American Mission Hospital
2019/5/25,100000277,St Thomas Hospital London
2021/9/24,100000278,Salamaniya Hospital
2021/9/7,100000279,Mayo Clinic
2019/3/2,100000280,Al-Hilal Hospital
2021/7/8,100000281,Bahrain Defence Force Hospital
2021/9/25,100000282,Salamaniya Hospital
2021/1/19,100000283,St Thomas Hospital London
2019/6/14,100000284,King Hamad University Hospital
2019/9/20,100000285,Bahrain Defence Force Hospital
2019/1/12,100000286,Salamaniya Hospital
2020/2/9,100000287,Salamaniya Hospital
2020/3/1,100000288,American Mission Hospital
2021/7/14,100000289,Mayo Clinic
2021/4/14,100000290,Emirates Hospital
2020/1/3,100000291,Emirates Hospital
2020/8/23,100000292,King Hamad University Hospital
2019/9/7,100000293,Al-Hilal Hospital
2020/8/2,100000294,Mayo Clinic
2019/8/15,100000295,St Thomas Hospital London
2021/7/12,100000296,American Mission Hospital
2019/9/24,100000297,Mayo Clinic
2019/6/19,100000298,King Hamad University Hospital
2020/2/3,100000299,Mayo Clinic
2021/5/12,100000300,Emirates Hospital
2019/10/19,100000301,King Hamad University Hospital
2019/11/12,100000302,Mayo Clinic
2021/3/3,100000303,King Hamad University Hospital
2021/2/25,100000304,Dar Al Shifa Hospital
2021/8/25,100000305,Dar Al Shifa Hospital
2021/4/20,100000306,American Mission Hospital
2021/11/3,100000307,Mayo Clinic
2021/6/3,100000308,American Mission Hospital
2020/2/6,100000309,Mayo Clinic
2020/7/1,100000310,American Mission Hospital
2020/2/19,100000311,St Thomas Hospital London
2019/11/26,100000312,King Hamad University Hospital
2019/5/26,100000313,Emirates Hospital
2020/1/9,100000314,Mayo Clinic
2021/10/17,100000315,American Mission Hospital
2020/4/24,100000316,Mayo Clinic
2021/5/1,100000317,Mayo Clinic
2021/8/14,100000318,Dar Al Shifa Hospital
2019/10/6,100000319,Al-Hilal Hospital
2021/11/23,100000320,Dar Al Shifa Hospital
2021/10/10,100000321,Bahrain Defence Force Hospital
2020/1/14,100000322,King Hamad University Hospital
2021/9/3,100000323,St Thomas Hospital London
2021/6/21,100000324,Al-Hilal Hospital
2020/6/25,100000325,King Faisal Specialist Hospital & Research Centre
2020/4/27,100000326,American Mission Hospital
2019/2/7,100000327,Bahrain Defence Force Hospital
2021/6/25,100000328,Dar Al Shifa Hospital
2021/9/5,100000329,Dar Al Shifa Hospital
2021/5/27,100000330,Mayo Clinic
2021/1/7,100000331,King Hamad University Hospital
2019/7/9,100000332,King Faisal Specialist Hospital & Research Centre
2021/9/19,100000333,Al-Hilal Hospital
2019/2/26,100000334,Salamaniya Hospital
2020/10/23,100000335,Al-Hilal Hospital
2019/10/26,100000336,King Hamad University Hospital
2021/9/3,100000337,King Hamad University Hospital
2019/4/26,100000338,Emirates Hospital
2020/3/19,100000339,St Thomas Hospital London
2020/2/13,100000340,King Hamad University Hospital
2019/3/2,100000341,Dar Al Shifa Hospital
2019/5/27,100000342,Al-Hilal Hospital
2019/10/17,100000343,King Hamad University Hospital
2021/8/15,100000344,Emirates Hospital
2021/4/22,100000345,Al-Hilal Hospital
2020/1/21,100000346,King Hamad University Hospital
2020/3/27,100000347,St Thomas Hospital London
2019/6/21,100000348,King Hamad University Hospital
2020/6/21,100000349,Mayo Clinic
2020/10/18,100000350,Al-Hilal Hospital
2021/4/23,100000351,Emirates Hospital
2019/8/23,100000352,King Hamad University Hospital
2019/7/24,100000353,Emirates Hospital
2019/2/21,100000354,King Hamad University Hospital
2020/11/9,100000355,Emirates Hospital
2019/11/7,100000356,Al-Hilal Hospital
2020/7/10,100000357,King Hamad University Hospital
2020/9/19,100000358,Salamaniya Hospital
2021/9/15,100000359,St Thomas Hospital London
2020/6/16,100000360,American Mission Hospital
2021/5/6,100000361,King Faisal Specialist Hospital & Research Centre
2020/7/20,100000362,King Hamad University Hospital
2020/6/26,100000363,Mayo Clinic
2020/2/26,100000364,Bahrain Defence Force Hospital
2019/10/25,100000365,Mayo Clinic
2021/8/15,100000366,Bahrain Defence Force Hospital
2019/8/24,100000367,Al-Hilal Hospital
2019/8/3,100000368,Emirates Hospital
2020/8/23,100000369,American Mission Hospital
2021/8/13,100000370,King Faisal Specialist Hospital & Research Centre
2021/2/23,100000371,Dar Al Shifa Hospital
2020/8/18,100000372,St Thomas Hospital London
2019/2/10,100000373,Bahrain Defence Force Hospital
2019/7/16,100000374,Dar Al Shifa Hospital
2020/1/7,100000375,American Mission Hospital
2019/5/5,100000376,Mayo Clinic
2020/2/17,100000377,Emirates Hospital
2021/5/25,100000378,American Mission Hospital
2020/5/21,100000379,Emirates Hospital
2020/5/5,100000380,Mayo Clinic
2019/10/17,100000381,King Faisal Specialist Hospital & Research Centre
2021/5/23,100000382,Al-Hilal Hospital
2020/10/22,100000383,Bahrain Defence Force Hospital
2020/7/24,100000384,Salamaniya Hospital
2020/9/21,100000385,St Thomas Hospital London
2021/1/12,100000386,Mayo Clinic
2019/4/7,100000387,St Thomas Hospital London
2021/4/25,100000388,Mayo Clinic
2020/8/19,100000389,Dar Al Shifa Hospital
2021/4/11,100000390,Emirates Hospital
2020/2/6,100000391,Mayo Clinic
2019/7/23,100000392,Bahrain Defence Force Hospital
2019/9/22,100000393,Mayo Clinic
2020/7/4,100000394,Mayo Clinic
2019/11/17,100000395,Al-Hilal Hospital
2021/10/25,100000396,Mayo Clinic
2019/5/14,100000397,St Thomas Hospital London
2019/2/14,100000398,Mayo Clinic
2021/10/16,100000399,King Faisal Specialist Hospital & Research Centre
2020/10/8,100000400,Salamaniya Hospital
2020/8/9,100000401,Salamaniya Hospital
2020/11/10,100000402,Salamaniya Hospital
2020/5/2,100000403,St Thomas Hospital London
2021/9/24,100000404,King Hamad University Hospital
2019/5/14,100000405,Dar Al Shifa Hospital
2020/3/22,100000406,St Thomas Hospital London
2021/8/12,100000407,King Faisal Specialist Hospital & Research Centre
2021/5/23,100000408,Mayo Clinic
2020/4/13,100000409,Mayo Clinic
2021/3/6,100000410,American Mission Hospital
2021/2/18,100000411,Al-Hilal Hospital
2021/2/9,100000412,American Mission Hospital
2021/3/3,100000413,Al-Hilal Hospital
2019/4/9,100000414,American Mission Hospital
2020/5/23,100000415,Emirates Hospital
2019/9/7,100000416,American Mission Hospital
2021/7/6,100000417,King Faisal Specialist Hospital & Research Centre
2021/4/16,100000418,Al-Hilal Hospital
2019/2/13,100000419,American Mission Hospital
2021/2/20,100000420,Dar Al Shifa Hospital
2021/8/17,100000421,King Hamad University Hospital
2020/1/18,100000422,Mayo Clinic
2019/7/24,100000423,Dar Al Shifa Hospital
2020/8/4,100000424,St Thomas Hospital London
2020/5/13,100000425,American Mission Hospital
2019/1/12,100000426,American Mission Hospital
2019/3/4,100000427,St Thomas Hospital London
2019/1/19,100000428,Dar Al Shifa Hospital
2021/4/24,100000429,Bahrain Defence Force Hospital
2020/4/21,100000430,King Faisal Specialist Hospital & Research Centre
2020/6/18,100000431,Al-Hilal Hospital
2019/11/9,100000432,Mayo Clinic
2020/5/11,100000433,Emirates Hospital
2019/11/2,100000434,American Mission Hospital
2021/5/21,100000435,Emirates Hospital
2019/8/12,100000436,Mayo Clinic
2020/5/6,100000437,Emirates Hospital
2020/6/7,100000438,Emirates Hospital
2019/11/22,100000439,Mayo Clinic
2021/10/10,100000440,King Hamad University Hospital
2021/10/22,100000441,Mayo Clinic
2021/7/10,100000442,Mayo Clinic
2021/3/2,100000443,Salamaniya Hospital
2019/2/12,100000444,Al-Hilal Hospital
2019/6/15,100000445,Al-Hilal Hospital
2020/7/25,100000446,American Mission Hospital
2019/7/10,100000447,Al-Hilal Hospital
2019/5/22,100000448,Dar Al Shifa Hospital
2020/1/6,100000449,St Thomas Hospital London
2021/2/18,100000450,St Thomas Hospital London
2021/5/15,100000451,Emirates Hospital
2021/6/18,100000452,King Hamad University Hospital
2020/1/10,100000453,King Faisal Specialist Hospital & Research Centre
2020/5/3,100000454,St Thomas Hospital London
2021/1/14,100000455,Salamaniya Hospital
2020/9/18,100000456,St Thomas Hospital London
2019/10/17,100000457,Mayo Clinic
2020/5/2,100000458,Emirates Hospital
2019/7/24,100000459,St Thomas Hospital London
2019/2/1,100000460,King Hamad University Hospital
2021/9/16,100000461,American Mission Hospital
2020/5/3,100000462,King Hamad University Hospital
2021/2/8,100000463,St Thomas Hospital London
2019/11/24,100000464,Al-Hilal Hospital
2019/1/24,100000465,Salamaniya Hospital
2020/11/25,100000466,Dar Al Shifa Hospital
2020/1/19,100000467,St Thomas Hospital London
2020/10/20,100000468,Bahrain Defence Force Hospital
2019/10/15,100000469,American Mission Hospital
2020/7/3,100000470,Salamaniya Hospital
2019/7/6,100000471,King Hamad University Hospital
2019/8/4,100000472,American Mission Hospital
2021/9/7,100000473,St Thomas Hospital London
2019/3/27,100000474,Bahrain Defence Force Hospital
2021/3/6,100000475,St Thomas Hospital London
2021/11/6,100000476,Salamaniya Hospital
2019/7/12,100000477,Al-Hilal Hospital
2021/2/23,100000478,King Hamad University Hospital
2021/8/11,100000479,Al-Hilal Hospital
2019/7/25,100000480,St Thomas Hospital London
2021/7/19,100000481,King Hamad University Hospital
2020/7/6,100000482,Emirates Hospital
2021/7/20,100000483,King Faisal Specialist Hospital & Research Centre
2021/8/26,100000484,Mayo Clinic
2021/10/9,100000485,American Mission Hospital
2020/3/9,100000486,King Faisal Specialist Hospital & Research Centre
2019/5/26,100000487,King Hamad University Hospital
2021/1/7,100000488,Emirates Hospital
2020/6/10,100000489,St Thomas Hospital London
2021/9/26,100000490,Bahrain Defence Force Hospital
2020/1/2,100000491,Emirates Hospital
2020/2/8,100000492,Salamaniya Hospital
2020/9/24,100000493,St Thomas Hospital London
2019/3/14,100000494,Salamaniya Hospital
2021/6/18,100000495,Salamaniya Hospital
2019/1/12,100000496,Bahrain Defence Force Hospital
2021/1/7,100000497,St Thomas Hospital London
2020/10/16,100000498,St Thomas Hospital London
2020/9/3,100000499,Dar Al Shifa Hospital
2019/1/12,100000500,St Thomas Hospital London
2021/4/4,100000501,King Hamad University Hospital
2020/5/3,100000502,King Hamad University Hospital
2020/8/14,100000503,Salamaniya Hospital
2021/7/6,100000504,Al-Hilal Hospital
2021/2/2,100000505,King Hamad University Hospital
2020/8/5,100000506,Al-Hilal Hospital
2021/8/4,100000507,Dar Al Shifa Hospital
2019/8/19,100000508,Emirates Hospital
2020/2/14,100000509,Al-Hilal Hospital
2020/11/12,100000510,Mayo Clinic
2020/8/9,100000511,Dar Al Shifa Hospital
2021/4/26,100000512,American Mission Hospital
2020/5/25,100000513,Mayo Clinic
2019/8/4,100000514,Emirates Hospital
2021/1/16,100000515,Mayo Clinic
2019/8/18,100000516,Mayo Clinic
2019/11/17,100000517,Al-Hilal Hospital
2020/10/15,100000518,King Hamad University Hospital
2019/8/17,100000519,King Hamad University Hospital
2020/7/11,100000520,Mayo Clinic
2020/1/20,100000521,Mayo Clinic
2021/2/10,100000522,King Hamad University Hospital
2020/2/8,100000523,American Mission Hospital
2020/1/25,100000524,King Faisal Specialist Hospital & Research Centre
2021/7/20,100000525,Al-Hilal Hospital
2021/5/25,100000526,Emirates Hospital
2020/10/3,100000527,Emirates Hospital
2019/6/20,100000528,Salamaniya Hospital
2020/8/6,100000529,St Thomas Hospital London
2019/1/20,100000530,Mayo Clinic
2019/4/27,100000531,Al-Hilal Hospital
2021/5/27,100000532,St Thomas Hospital London
2019/10/18,100000533,Mayo Clinic
2020/5/24,100000534,Emirates Hospital
2020/1/20,100000535,King Hamad University Hospital
2020/10/20,100000536,Salamaniya Hospital
2019/6/27,100000537,American Mission Hospital
2019/8/5,100000538,Salamaniya Hospital
2020/5/1,100000539,Mayo Clinic
2020/8/10,100000540,American Mission Hospital
2019/4/10,100000541,American Mission Hospital
2020/9/17,100000542,Emirates Hospital
2020/1/8,100000543,American Mission Hospital
2020/1/11,100000544,King Faisal Specialist Hospital & Research Centre
2021/7/14,100000545,King Hamad University Hospital
2021/7/27,100000546,King Hamad University Hospital
2021/3/20,100000547,Salamaniya Hospital
2020/4/24,100000548,King Hamad University Hospital
2020/10/6,100000549,Al-Hilal Hospital
2019/2/15,100000550,King Faisal Specialist Hospital & Research Centre
2021/5/8,100000551,Bahrain Defence Force Hospital
2021/10/8,100000552,Salamaniya Hospital
2019/1/17,100000553,King Faisal Specialist Hospital & Research Centre
2020/4/6,100000554,Bahrain Defence Force Hospital
2019/2/3,100000555,King Faisal Specialist Hospital & Research Centre
2020/11/12,100000556,Bahrain Defence Force Hospital
2020/4/10,100000557,King Faisal Specialist Hospital & Research Centre
2019/5/2,100000558,St Thomas Hospital London
2021/1/21,100000559,Al-Hilal Hospital
2021/2/2,100000560,St Thomas Hospital London
2019/8/10,100000561,Dar Al Shifa Hospital
2019/10/4,100000562,Emirates Hospital
2019/7/4,100000563,Mayo Clinic
2019/4/24,100000564,American Mission Hospital
2021/5/17,100000565,Al-Hilal Hospital
2019/8/2,100000566,Mayo Clinic
2021/6/13,100000567,King Hamad University Hospital
2019/2/20,100000568,Salamaniya Hospital
2020/11/21,100000569,Bahrain Defence Force Hospital
2019/8/13,100000570,Bahrain Defence Force Hospital
2020/10/7,100000571,Mayo Clinic
2021/10/26,100000572,Mayo Clinic
2021/7/24,100000573,St Thomas Hospital London
2020/1/10,100000574,Mayo Clinic
2020/4/12,100000575,Salamaniya Hospital
2020/5/23,100000576,American Mission Hospital
2020/7/4,100000577,Bahrain Defence Force Hospital
2019/3/9,100000578,Salamaniya Hospital
2020/3/11,100000579,Al-Hilal Hospital
2021/1/26,100000580,Dar Al Shifa Hospital
2020/9/21,100000581,Al-Hilal Hospital
2019/11/8,100000582,American Mission Hospital
2019/6/27,100000583,St Thomas Hospital London
2021/6/4,100000584,King Faisal Specialist Hospital & Research Centre
2020/7/17,100000585,St Thomas Hospital London
2020/4/15,100000586,Emirates Hospital
2019/5/20,100000587,King Hamad University Hospital
2020/8/18,100000588,Mayo Clinic
2019/11/18,100000589,American Mission Hospital
2019/10/16,100000590,Emirates Hospital
2019/1/12,100000591,Emirates Hospital
2021/7/3,100000592,Al-Hilal Hospital
2021/6/1,100000593,King Hamad University Hospital
2020/4/24,100000594,Mayo Clinic
2019/7/22,100000595,Bahrain Defence Force Hospital
2020/10/24,100000596,King Hamad University Hospital
2020/6/9,100000597,Bahrain Defence Force Hospital
2019/3/26,100000598,King Faisal Specialist Hospital & Research Centre
2019/7/20,100000599,American Mission Hospital
2019/2/5,100000600,Mayo Clinic
2019/3/4,100000601,Al-Hilal Hospital
2020/8/18,100000602,Salamaniya Hospital
2020/6/14,100000603,King Hamad University Hospital
2020/9/5,100000604,American Mission Hospital
2020/4/26,100000605,Emirates Hospital
2020/8/21,100000606,St Thomas Hospital London
2019/10/15,100000607,Dar Al Shifa Hospital
2019/7/12,100000608,American Mission Hospital
2019/4/14,100000609,Al-Hilal Hospital
2020/1/10,100000610,King Faisal Specialist Hospital & Research Centre
2020/9/7,100000611,Emirates Hospital
2019/2/23,100000612,King Hamad University Hospital
2020/9/26,100000613,Al-Hilal Hospital
2021/6/22,100000614,St Thomas Hospital London
2019/8/21,100000615,King Hamad University Hospital
2021/3/15,100000616,American Mission Hospital
2020/7/25,100000617,Dar Al Shifa Hospital
2019/3/5,100000618,St Thomas Hospital London
2020/5/9,100000619,American Mission Hospital
2021/8/16,100000620,King Hamad University Hospital
2021/10/17,100000621,Al-Hilal Hospital
2021/9/27,100000622,Emirates Hospital
2021/4/4,100000623,Bahrain Defence Force Hospital
2020/11/11,100000624,Dar Al Shifa Hospital
2020/5/20,100000625,American Mission Hospital
2021/4/24,100000626,Bahrain Defence Force Hospital
2020/3/21,100000627,Bahrain Defence Force Hospital
2021/6/3,100000628,Bahrain Defence Force Hospital
2021/6/9,100000629,Dar Al Shifa Hospital
2019/2/26,100000630,Salamaniya Hospital
2020/10/15,100000631,King Hamad University Hospital
2019/6/21,100000632,St Thomas Hospital London
2021/6/27,100000633,St Thomas Hospital London
2021/10/27,100000634,King Hamad University Hospital
2021/2/12,100000635,King Hamad University Hospital
